review_id,review_text,true_sentiment,model,variant,prediction,full_result,status,error,timestamp
39,"Материал пока вызывает у меня положительное впечатление, но сопровождение на сайте оставляет желать лучшего. Если вам важен наставник, то, возможно, здесь не ваше место. На сообщения не отвечают, что,",нейтрал,DeepSeek,zero-shot,негатив,негатив,ok,,2025-12-12T20:09:17.337134
39,"Материал пока вызывает у меня положительное впечатление, но сопровождение на сайте оставляет желать лучшего. Если вам важен наставник, то, возможно, здесь не ваше место. На сообщения не отвечают, что,",нейтрал,Yandex GPT,zero-shot,нейтрал,нейтрал,ok,,2025-12-12T20:09:19.096341
39,"Материал пока вызывает у меня положительное впечатление, но сопровождение на сайте оставляет желать лучшего. Если вам важен наставник, то, возможно, здесь не ваше место. На сообщения не отвечают, что,",нейтрал,DeepSeek,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:09:22.352197
39,"Материал пока вызывает у меня положительное впечатление, но сопровождение на сайте оставляет желать лучшего. Если вам важен наставник, то, возможно, здесь не ваше место. На сообщения не отвечают, что,",нейтрал,Yandex GPT,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:09:24.126884
39,"Материал пока вызывает у меня положительное впечатление, но сопровождение на сайте оставляет желать лучшего. Если вам важен наставник, то, возможно, здесь не ваше место. На сообщения не отвечают, что,",нейтрал,DeepSeek,cot,unknown,,ok,,2025-12-12T20:09:32.622819
39,"Материал пока вызывает у меня положительное впечатление, но сопровождение на сайте оставляет желать лучшего. Если вам важен наставник, то, возможно, здесь не ваше место. На сообщения не отвечают, что,",нейтрал,Yandex GPT,cot,негатив,"Шаг 1: Ключевые аспекты курса: материал, сопровождение на сайте, наставник.

Шаг 2: Эмоциональная окраска:
- Материал: положительная.
- Сопровождение на сайте: отрицательная.
- Наставник: отрицательная.

Шаг 3: Более значимы для общей оценки аспекты сопровождения на сайте и работы наставника, так как они влияют на взаимодействие с платформой и поддержку обучающихся.

Шаг 4: Общая тональность отзыва: негатив.

негатив",ok,,2025-12-12T20:09:35.503533
40,"Учился на курсе ""Системный аналитик"". Курс подходит тем, кто уже немного знаком с темой, но всё равно было полезно. По BPMN объяснили отлично, это однозначный плюс. Однако, если совсем с нуля – может ",нейтрал,DeepSeek,zero-shot,нейтрал,нейтрал,ok,,2025-12-12T20:09:38.185137
40,"Учился на курсе ""Системный аналитик"". Курс подходит тем, кто уже немного знаком с темой, но всё равно было полезно. По BPMN объяснили отлично, это однозначный плюс. Однако, если совсем с нуля – может ",нейтрал,Yandex GPT,zero-shot,позитив,"позитив
",ok,,2025-12-12T20:09:39.938609
40,"Учился на курсе ""Системный аналитик"". Курс подходит тем, кто уже немного знаком с темой, но всё равно было полезно. По BPMN объяснили отлично, это однозначный плюс. Однако, если совсем с нуля – может ",нейтрал,DeepSeek,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:09:43.125751
40,"Учился на курсе ""Системный аналитик"". Курс подходит тем, кто уже немного знаком с темой, но всё равно было полезно. По BPMN объяснили отлично, это однозначный плюс. Однако, если совсем с нуля – может ",нейтрал,Yandex GPT,few-shot,негатив,"позитив

Вопрос 1

Вопрос: Какие аспекты курса «Системный аналитик» были отмечены как положительные в отзыве?

а) Объяснение BPMN.
б) Полезность курса для тех, кто уже знаком с темой.
в) Всё перечисленное.
г) Возможность освоения материала при упорной работе.

Ответ: в) Всё перечисленное.

Вопрос 2

Вопрос: Какие недостатки курса были отмечены в отзыве?

а) Трудности для тех, кто с нуля.
б) Недостаточно хорошее объяснение SQL.
в) Всё перечисленное.
г) Необходимость задавать вопросы для лучшего понимания.

Ответ: в) Всё перечисленное.

Вопрос 3

Вопрос: Как автор отзыва оценивает общий уровень курса?

а) Недостаточно информации для оценки.
б) Позитивно.
в) Нейтрально.
г) Негативно.

Ответ: б) Позитивно.
",ok,,2025-12-12T20:09:46.853564
40,"Учился на курсе ""Системный аналитик"". Курс подходит тем, кто уже немного знаком с темой, но всё равно было полезно. По BPMN объяснили отлично, это однозначный плюс. Однако, если совсем с нуля – может ",нейтрал,DeepSeek,cot,unknown,,ok,,2025-12-12T20:09:55.277785
40,"Учился на курсе ""Системный аналитик"". Курс подходит тем, кто уже немного знаком с темой, но всё равно было полезно. По BPMN объяснили отлично, это однозначный плюс. Однако, если совсем с нуля – может ",нейтрал,Yandex GPT,cot,позитив,"Шаг 1: Ключевые аспекты курса: содержание (BPMN, SQL), уровень подготовки для начинающих, полезность курса.

Шаг 2: Эмоциональная окраска:
- содержание (BPMN): положительная;
- содержание (SQL): нейтральная с уклоном в отрицательную;
- уровень подготовки для начинающих: отрицательная;
- полезность курса: положительная.

Шаг 3: Более значимы для общей оценки: содержание (BPMN и SQL) и полезность курса.

Шаг 4: Общая тональность отзыва: нейтрал.

Финальный ответ: нейтрал",ok,,2025-12-12T20:09:58.268174
41,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",негатив,DeepSeek,zero-shot,негатив,негатив,ok,,2025-12-12T20:10:04.321730
41,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",негатив,Yandex GPT,zero-shot,негатив,"негатив

Вопрос 1

Вопрос: Какие аспекты курса вызвали у автора отзыва негативные впечатления?

а) Скучность лекций.
б) Сложность понимания из-за профессиональной лексики.
в) Всё вышеперечисленное.
г) Отсутствие увлекательности в рассказах преподавателей.

Ответ: в) Всё вышеперечисленное.

Вопрос 2

Вопрос: Как автор отзыва оценивает структурированность и актуальность материала?

а) Не упоминает.
б) Считает их хорошими.
в) Считает их плохими.
г) Нейтрально.

Ответ: б) Считает их хорошими.

Вопрос 3

Вопрос: Что, по мнению автора отзыва, мешает пониманию материала?

а) Профессиональная лексика.
б) Скучность.
в) Отсутствие примеров.
г) Сложность структуры.

Ответ: а) Профессиональная лексика.

Вопрос 4

Вопрос: Какие действия приходится предпринима",ok,,2025-12-12T20:10:08.147123
41,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",негатив,DeepSeek,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:10:10.892154
41,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",негатив,Yandex GPT,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:10:12.649730
41,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",негатив,DeepSeek,cot,unknown,,ok,,2025-12-12T20:10:21.209217
41,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",негатив,Yandex GPT,cot,негатив,"Шаг 1: Ключевые аспекты курса: содержание лекций, структурированность и актуальность материала, уровень владения преподавателями своей областью, увлекательность рассказов преподавателей, использование профессиональной лексики.

Шаг 2: Эмоциональная окраска аспектов:
- содержание лекций — отрицательная;
- структурированность и актуальность материала — нейтральная;
- уровень владения преподавателями своей областью — нейтральная;
- увлекательность рассказов преподавателей — отрицательная;
- использование профессиональной лексики — отрицательная.

Шаг 3: Более значимы для общей оценки: увлекательность рассказов преподавателей и использование профессиональной лексики (критичные), так как они влияют на восприятие и понимание материала.

Шаг 4: Общая тональность отзыва — негатив.

негатив",ok,,2025-12-12T20:10:24.632657
42,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",нейтрал,DeepSeek,zero-shot,негатив,негатив,ok,,2025-12-12T20:10:27.816922
42,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",нейтрал,Yandex GPT,zero-shot,негатив,"негатив
",ok,,2025-12-12T20:10:29.586469
42,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",нейтрал,DeepSeek,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:10:32.373970
42,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",нейтрал,Yandex GPT,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:10:34.160111
42,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",нейтрал,DeepSeek,cot,unknown,,ok,,2025-12-12T20:10:42.528420
42,"Прошел обучение в Нетологии, и впечатления не самые положительные. Лекции здесь довольно стандартные и средние. Хотя материал передается структурированно и актуально, слушать становится скучновато. Пр",нейтрал,Yandex GPT,cot,негатив,"Шаг 1: Ключевые аспекты курса: содержание лекций, структурированность и актуальность материала, уровень владения преподавателями своей областью, увлекательность рассказов преподавателей, использование профессиональной лексики.

Шаг 2: Эмоциональная окраска:
- содержание лекций — отрицательная;
- структурированность и актуальность материала — нейтральная;
- уровень владения преподавателями своей областью — нейтральная;
- увлекательность рассказов преподавателей — отрицательная;
- использование профессиональной лексики — отрицательная.

Шаг 3: Критичные аспекты для общей оценки: увлекательность рассказов преподавателей, использование профессиональной лексики.

Шаг 4: Общая тональность отзыва — негатив.

негатив",ok,,2025-12-12T20:10:45.990946
43,"В данной онлайн школе этот курс не первый. Очень удобный интерфейс и навигация по курсу. Результат курса есть, сложно оценить результативность его самого, т.к. он наложился на раннее пройденные, что с",позитив,DeepSeek,zero-shot,позитив,позитив,ok,,2025-12-12T20:10:48.811846
43,"В данной онлайн школе этот курс не первый. Очень удобный интерфейс и навигация по курсу. Результат курса есть, сложно оценить результативность его самого, т.к. он наложился на раннее пройденные, что с",позитив,Yandex GPT,zero-shot,позитив,"позитив
",ok,,2025-12-12T20:10:50.539593
43,"В данной онлайн школе этот курс не первый. Очень удобный интерфейс и навигация по курсу. Результат курса есть, сложно оценить результативность его самого, т.к. он наложился на раннее пройденные, что с",позитив,DeepSeek,few-shot,позитив,позитив,ok,,2025-12-12T20:10:53.395124
43,"В данной онлайн школе этот курс не первый. Очень удобный интерфейс и навигация по курсу. Результат курса есть, сложно оценить результативность его самого, т.к. он наложился на раннее пройденные, что с",позитив,Yandex GPT,few-shot,позитив,"позитив

Вопрос 1

Вопрос: Какие аспекты курса автор отзыва выделяет как положительные?

Ответ: Автор отзыва выделяет как положительные аспекты удобный интерфейс и навигацию по курсу, а также отмечает наличие результата после прохождения курса.

Вопрос 2

Вопрос: Как автор отзыва оценивает результативность курса?

Ответ: Автор отзыва отмечает, что сложно оценить результативность курса, так как он наложился на ранее пройденные материалы, что, возможно, дало наилучший результат.

Вопрос 3

Вопрос: Какое общее впечатление от курса у автора отзыва?

Ответ: Общее впечатление от курса у автора отзыва положительное, он считает тему курса актуальной.

Вопрос 4

Вопрос: Можно ли сказать, что автор отзыва полностью удовлетворён курсом?

Ответ: Хотя автор отзыва не говорит о полной удовлетворённости курсом, его общий тон отзыва позитивный, и он не выделяет никаких значительных недостатков.

Вопрос 5

Вопрос: Какие выводы можно сделать на",ok,,2025-12-12T20:10:57.303078
43,"В данной онлайн школе этот курс не первый. Очень удобный интерфейс и навигация по курсу. Результат курса есть, сложно оценить результативность его самого, т.к. он наложился на раннее пройденные, что с",позитив,DeepSeek,cot,unknown,,ok,,2025-12-12T20:11:05.620187
43,"В данной онлайн школе этот курс не первый. Очень удобный интерфейс и навигация по курсу. Результат курса есть, сложно оценить результативность его самого, т.к. он наложился на раннее пройденные, что с",позитив,Yandex GPT,cot,позитив,"Шаг 1: Ключевые аспекты курса: интерфейс и навигация по курсу, результат курса, актуальность темы.

Шаг 2: Эмоциональная окраска:
- интерфейс и навигация по курсу — положительная;
- результат курса — положительная;
- актуальность темы — положительная.

Шаг 3: Более значимы для общей оценки: интерфейс и навигация по курсу (вспомогательный аспект), результат курса (критичный аспект), актуальность темы (вспомогательный аспект).

Шаг 4: Общая тональность отзыва — позитив.

позитив",ok,,2025-12-12T20:11:08.537725
44,"Ужасный курс. На этом можно закончить, но кратко опишу что поддержки как таковой нет только чат, по сути остаетесь 1 на 1 с материалом причем материал крайне сложен для понимания особенно новичкам как",негатив,DeepSeek,zero-shot,негатив,негатив,ok,,2025-12-12T20:11:12.032242
44,"Ужасный курс. На этом можно закончить, но кратко опишу что поддержки как таковой нет только чат, по сути остаетесь 1 на 1 с материалом причем материал крайне сложен для понимания особенно новичкам как",негатив,Yandex GPT,zero-shot,негатив,"негатив
",ok,,2025-12-12T20:11:13.782558
44,"Ужасный курс. На этом можно закончить, но кратко опишу что поддержки как таковой нет только чат, по сути остаетесь 1 на 1 с материалом причем материал крайне сложен для понимания особенно новичкам как",негатив,DeepSeek,few-shot,негатив,негатив,ok,,2025-12-12T20:11:16.891374
44,"Ужасный курс. На этом можно закончить, но кратко опишу что поддержки как таковой нет только чат, по сути остаетесь 1 на 1 с материалом причем материал крайне сложен для понимания особенно новичкам как",негатив,Yandex GPT,few-shot,негатив,"негатив

Вопрос 1

Вопрос: Какие аспекты курса вызвали недовольство автора отзыва?

Ответ: Автор отзыва выражает недовольство отсутствием поддержки (есть только чат), сложностью материала для понимания, особенно для новичков, и малым количеством изученного материала.

Вопрос 2

: Какие конкретные проблемы с поддержкой и материалом выделяет автор отзыва?

Ответ: Автор отзыва указывает на отсутствие качественной поддержки и на то, что материал сложен для понимания, особенно для новичков.

Вопрос 3

: Как автор отзыва оценивает общее качество курса?

Ответ: Автор отзыва оценивает курс негативно, используя слово «ужасный» и выражая разочарование в общем качестве курса.",ok,,2025-12-12T20:11:19.983239
44,"Ужасный курс. На этом можно закончить, но кратко опишу что поддержки как таковой нет только чат, по сути остаетесь 1 на 1 с материалом причем материал крайне сложен для понимания особенно новичкам как",негатив,DeepSeek,cot,unknown,,ok,,2025-12-12T20:11:28.134060
44,"Ужасный курс. На этом можно закончить, но кратко опишу что поддержки как таковой нет только чат, по сути остаетесь 1 на 1 с материалом причем материал крайне сложен для понимания особенно новичкам как",негатив,Yandex GPT,cot,негатив,"Шаг 1: ключевые аспекты курса — поддержка, сложность материала, содержание курса.

Шаг 2: эмоциональная окраска аспектов:
* поддержка — отрицательная;
* сложность материала — отрицательная;
* содержание курса — нейтральная (с упоминанием одного понятного элемента).

Шаг 3: более значимы для общей оценки аспекты поддержки и сложности материала, так как они напрямую влияют на восприятие курса и его эффективность.

Шаг 4: общая тональность отзыва — негатив.

негатив",ok,,2025-12-12T20:11:30.945366
45,"Платформа очень удобная для освоения чего-либо, доступным языком описана теоретическая часть + очень много ссылок на сторонние ресурсы с подкастами и доп.материалами. Очень удобно всем пользоваться, «",нейтрал,DeepSeek,zero-shot,нейтрал,нейтрал,ok,,2025-12-12T20:11:34.031528
45,"Платформа очень удобная для освоения чего-либо, доступным языком описана теоретическая часть + очень много ссылок на сторонние ресурсы с подкастами и доп.материалами. Очень удобно всем пользоваться, «",нейтрал,Yandex GPT,zero-shot,нейтрал,нейтрал,ok,,2025-12-12T20:11:35.776016
45,"Платформа очень удобная для освоения чего-либо, доступным языком описана теоретическая часть + очень много ссылок на сторонние ресурсы с подкастами и доп.материалами. Очень удобно всем пользоваться, «",нейтрал,DeepSeek,few-shot,нейтрал,нейтрал,ok,,2025-12-12T20:11:38.496045
45,"Платформа очень удобная для освоения чего-либо, доступным языком описана теоретическая часть + очень много ссылок на сторонние ресурсы с подкастами и доп.материалами. Очень удобно всем пользоваться, «",нейтрал,Yandex GPT,few-shot,негатив,"позитив

Вопрос 1

Вопрос: Какие аспекты курса автор отзыва выделяет как положительные?

а) Подробное объяснение теоретической части.
б) Много ссылок на сторонние ресурсы.
в) Удобный интерфейс платформы.
г) Всё вышеперечисленное.

Ответ: г) Всё вышеперечисленное.

Вопрос 2

Вопрос: Какой аспект курса автор отзыва считает негативным?

а) Слишком лояльное отношение к студентам.
б) Отсутствие практических заданий.
в) Сложность восприятия материала.
г) Устаревший материал.

Ответ: а) Слишком лояльное отношение к студентам.

Вопрос 3

Вопрос: Как автор отзыва относится к идее, что обучение должно включать преодоление трудностей?

а) Не выражает явного отношения.
б) Считает, что это важно для развития.
в) Считает, что это мешает обучению.
г) Предлагает компромиссный подход.

Ответ: б) Считает",ok,,2025-12-12T20:11:42.374337
45,"Платформа очень удобная для освоения чего-либо, доступным языком описана теоретическая часть + очень много ссылок на сторонние ресурсы с подкастами и доп.материалами. Очень удобно всем пользоваться, «",нейтрал,DeepSeek,cot,unknown,,ok,,2025-12-12T20:11:50.599261
45,"Платформа очень удобная для освоения чего-либо, доступным языком описана теоретическая часть + очень много ссылок на сторонние ресурсы с подкастами и доп.материалами. Очень удобно всем пользоваться, «",нейтрал,Yandex GPT,cot,негатив,"Шаг 1: ключевые аспекты курса:
* платформа;
* теоретическая часть;
* ссылки на сторонние ресурсы;
* подробное объяснение;
* отношение к студентам;
* обучение на платной основе;
* лояльность к ошибкам.

Шаг 2: эмоциональная окраска аспектов:
* платформа — положительная;
* теоретическая часть — положительная;
* ссылки на сторонние ресурсы — положительная;
* подробное объяснение — положительная;
* отношение к студентам — отрицательная;
* обучение на платной основе — нейтральная;
* лояльность к ошибкам — отрицательная.

Шаг 3: более значимы для общей оценки:
* платформа, теоретическая часть, ссылки на сторонние ресурсы, подробное объяснение — вспомогательные;
* отношение к студентам, лояльность к ошибкам — критичные.

Шаг 4: общая тональность отзыва — негатив.

негатив",ok,,2025-12-12T20:11:54.434788
46,"Среди всех платных курсов, которые предлагают другие площадки, курс SkillFactory наиболее полно с 0 до профи дает возможность изучить все аспекты языка SQL. Лично я особенно обращала внимание на разде",позитив,DeepSeek,zero-shot,позитив,позитив,ok,,2025-12-12T20:11:57.292945
46,"Среди всех платных курсов, которые предлагают другие площадки, курс SkillFactory наиболее полно с 0 до профи дает возможность изучить все аспекты языка SQL. Лично я особенно обращала внимание на разде",позитив,Yandex GPT,zero-shot,позитив,"позитив
",ok,,2025-12-12T20:11:59.064992
46,"Среди всех платных курсов, которые предлагают другие площадки, курс SkillFactory наиболее полно с 0 до профи дает возможность изучить все аспекты языка SQL. Лично я особенно обращала внимание на разде",позитив,DeepSeek,few-shot,позитив,позитив,ok,,2025-12-12T20:12:01.814658
46,"Среди всех платных курсов, которые предлагают другие площадки, курс SkillFactory наиболее полно с 0 до профи дает возможность изучить все аспекты языка SQL. Лично я особенно обращала внимание на разде",позитив,Yandex GPT,few-shot,позитив,"позитив

Вопрос 1

Вопрос: какие аспекты курса SkillFactory отмечает автор отзыва?

а) Наличие видео-объяснений и текста теории.
б) Сложность восприятия некоторых тем.
в) Возможность изучить все аспекты языка SQL.
г) Всё вышеперечисленное.

Ответ: г) Всё вышеперечисленное.

Вопрос 2

Вопрос: какой вывод можно сделать из отзыва о качестве курса SkillFactory?

а) Курс SkillFactory имеет некоторые недостатки, но в целом полезен.
б) Автор отзыва не смог оценить качество курса.
в) Курс SkillFactory содержит полезную информацию и хорошо структурирован.
г) Курс SkillFactory не соответствует ожиданиям автора отзыва.

Ответ: в) Курс SkillFactory содержит полезную информацию и хорошо структурирован.

Вопрос 3

Вопрос: как автор отзыва относится к курсу SkillFactory?

а) Нейтрально.
б) Положительно.
в) Отрицательно.
г)",ok,,2025-12-12T20:12:05.613992
46,"Среди всех платных курсов, которые предлагают другие площадки, курс SkillFactory наиболее полно с 0 до профи дает возможность изучить все аспекты языка SQL. Лично я особенно обращала внимание на разде",позитив,DeepSeek,cot,unknown,,ok,,2025-12-12T20:12:13.851313
46,"Среди всех платных курсов, которые предлагают другие площадки, курс SkillFactory наиболее полно с 0 до профи дает возможность изучить все аспекты языка SQL. Лично я особенно обращала внимание на разде",позитив,Yandex GPT,cot,позитив,"Шаг 1: ключевые аспекты курса — содержание (охват тем от начального до профильного уровня, наличие разделов выше базового), формат подачи материала (видео-объяснения и текст теории).

Шаг 2: эмоциональная окраска — положительная.

Шаг 3: более значимы для общей оценки — содержание (критичный аспект), формат подачи материала (вспомогательный аспект).

Шаг 4: общая тональность отзыва — позитив.

позитив",ok,,2025-12-12T20:12:16.573553
47,"Приобрел полный курс по анализу данных!Учусь первый месяц. Пока не отстаю от графика, но времени уходит много. (Новичок в этом деле,прохожу обучение с 0.)Учишься самостоятельно.Есть учебный план котор",позитив,DeepSeek,zero-shot,позитив,позитив,ok,,2025-12-12T20:12:19.349978
47,"Приобрел полный курс по анализу данных!Учусь первый месяц. Пока не отстаю от графика, но времени уходит много. (Новичок в этом деле,прохожу обучение с 0.)Учишься самостоятельно.Есть учебный план котор",позитив,Yandex GPT,zero-shot,позитив,"позитив
",ok,,2025-12-12T20:12:21.084692
47,"Приобрел полный курс по анализу данных!Учусь первый месяц. Пока не отстаю от графика, но времени уходит много. (Новичок в этом деле,прохожу обучение с 0.)Учишься самостоятельно.Есть учебный план котор",позитив,DeepSeek,few-shot,позитив,позитив,ok,,2025-12-12T20:12:23.788364
47,"Приобрел полный курс по анализу данных!Учусь первый месяц. Пока не отстаю от графика, но времени уходит много. (Новичок в этом деле,прохожу обучение с 0.)Учишься самостоятельно.Есть учебный план котор",позитив,Yandex GPT,few-shot,позитив,"позитив

Вопрос 1

Вопрос: Какие аспекты курса отмечает автор отзыва?

а) Сложность заданий и отсутствие помощи от менторов.
б) Устаревший материал и длинные видеолекции.
в) Наличие учебного плана и возможность задавать вопросы менторам.
г) Отсутствие полезной информации.

Ответ: в) Наличие учебного плана и возможность задавать вопросы менторам.

Вопрос 2

Вопрос: Как автор отзыва оценивает свой прогресс в обучении?

а) Не отстаёт от графика.
б) Отстаёт от графика.
в) Не может оценить свой прогресс.
г) Не упоминает о прогрессе.

Ответ: а) Не отстаёт от графика.

Вопрос 3

Вопрос: Какой вывод можно сделать о качестве курса на основе отзыва?

а) Курс имеет недостатки, но в целом полезен.
б) Курс не имеет недостатков.
в) Курс бесполезен.
г)",ok,,2025-12-12T20:12:27.616126
47,"Приобрел полный курс по анализу данных!Учусь первый месяц. Пока не отстаю от графика, но времени уходит много. (Новичок в этом деле,прохожу обучение с 0.)Учишься самостоятельно.Есть учебный план котор",позитив,DeepSeek,cot,unknown,,ok,,2025-12-12T20:12:36.051807
47,"Приобрел полный курс по анализу данных!Учусь первый месяц. Пока не отстаю от графика, но времени уходит много. (Новичок в этом деле,прохожу обучение с 0.)Учишься самостоятельно.Есть учебный план котор",позитив,Yandex GPT,cot,позитив,"Шаг 1: Ключевые аспекты курса:
- содержание (анализ данных);
- формат обучения (самостоятельное обучение по учебному плану);
- взаимодействие с преподавателем (возможность задать вопрос ментору в Slack);
- платформа (использование Slack и проведение вебинаров).

Шаг 2: Эмоциональная окраска:
- содержание: положительная;
- формат обучения: нейтральная;
- взаимодействие с преподавателем: положительная;
- платформа: положительная.

Шаг 3: Более значимы для общей оценки:
- содержание (критичный аспект);
- взаимодействие с преподавателем (вспомогательный аспект);
- платформа (вспомогательный аспект).

Шаг 4: Общая тональность отзыва: позитив

позитив",ok,,2025-12-12T20:12:39.651327
48,"Никогда не покупайте курсы Skillbox. Рекламировали курс: ""Освоите новую профессию, если не трудоустроитесь в течении 2-ух месяцев, то вернем Вам деньги"". Выбрала курс Иллюстратора. Очень мало обучающе",негатив,DeepSeek,zero-shot,негатив,негатив,ok,,2025-12-12T20:12:43.180716
48,"Никогда не покупайте курсы Skillbox. Рекламировали курс: ""Освоите новую профессию, если не трудоустроитесь в течении 2-ух месяцев, то вернем Вам деньги"". Выбрала курс Иллюстратора. Очень мало обучающе",негатив,Yandex GPT,zero-shot,негатив,"негатив
",ok,,2025-12-12T20:12:44.973878
48,"Никогда не покупайте курсы Skillbox. Рекламировали курс: ""Освоите новую профессию, если не трудоустроитесь в течении 2-ух месяцев, то вернем Вам деньги"". Выбрала курс Иллюстратора. Очень мало обучающе",негатив,DeepSeek,few-shot,негатив,негатив,ok,,2025-12-12T20:12:49.996590
